participant,trial,item,type,freq,length,word_length,response,rt
5.0,13.0,21.0,experimental,medium,short,2.0,YES,240.27
5.0,78.0,22.0,experimental,medium,short,3.0,YES,98.91
5.0,35.0,23.0,experimental,medium,short,3.0,YES,245.85
5.0,8.0,24.0,experimental,medium,short,3.0,YES,327.32
5.0,64.0,25.0,experimental,medium,medium,10.0,YES,301.49
5.0,52.0,26.0,experimental,medium,medium,10.0,YES,238.73
5.0,102.0,27.0,experimental,medium,medium,9.0,YES,153.44
5.0,24.0,28.0,experimental,medium,medium,8.0,YES,184.91
5.0,67.0,29.0,experimental,medium,medium,8.0,YES,210.27
5.0,90.0,30.0,experimental,medium,medium,7.0,YES,311.49
5.0,83.0,31.0,experimental,medium,long,15.0,YES,159.55
5.0,28.0,32.0,experimental,medium,long,13.0,YES,304.5
5.0,108.0,33.0,experimental,medium,long,11.0,YES,189.6
5.0,66.0,34.0,experimental,medium,long,13.0,YES,338.29
5.0,20.0,35.0,experimental,medium,long,15.0,YES,353.73
5.0,14.0,36.0,experimental,medium,long,13.0,YES,427.4
5.0,2.0,37.0,experimental,low,short,2.0,YES,151.91
5.0,12.0,38.0,experimental,low,short,4.0,YES,372.08
5.0,46.0,39.0,experimental,low,short,2.0,YES,207.35
5.0,51.0,40.0,experimental,low,short,2.0,YES,894.69
5.0,44.0,41.0,experimental,low,short,3.0,YES,153.79000000000002
5.0,84.0,42.0,experimental,low,short,3.0,YES,156.79000000000002
5.0,45.0,43.0,experimental,low,medium,8.0,YES,937.11
5.0,105.0,44.0,experimental,low,medium,9.0,YES,181.05
5.0,4.0,45.0,experimental,low,medium,7.0,YES,143.4
5.0,82.0,46.0,experimental,low,medium,8.0,YES,657.27
5.0,54.0,47.0,experimental,low,medium,9.0,YES,569.29
5.0,91.0,48.0,experimental,low,medium,7.0,YES,1108.88
5.0,69.0,49.0,experimental,low,long,14.0,YES,267.61
5.0,80.0,50.0,experimental,low,long,15.0,YES,137.36
5.0,68.0,51.0,experimental,low,long,12.0,YES,174.18
5.0,100.0,52.0,experimental,low,long,16.0,YES,312.23
5.0,103.0,53.0,experimental,low,long,15.0,YES,176.06
5.0,99.0,54.0,experimental,low,long,11.0,YES,485.78
5.0,9.0,101.0,filler,,short,3.0,NO,149.31
5.0,62.0,102.0,filler,,short,2.0,NO,202.82
5.0,63.0,103.0,filler,,short,4.0,NO,129.45
5.0,3.0,104.0,filler,,short,3.0,NO,163.98000000000002
5.0,89.0,105.0,filler,,short,4.0,NO,219.11
5.0,85.0,106.0,filler,,short,2.0,NO,197.49
5.0,92.0,107.0,filler,,medium,6.0,NO,244.7
5.0,107.0,108.0,filler,,medium,7.0,NO,170.05
5.0,49.0,109.0,filler,,medium,8.0,NO,229.37
5.0,60.0,110.0,filler,,medium,8.0,NO,189.83
5.0,50.0,111.0,filler,,medium,10.0,NO,285.66999999999996
5.0,98.0,112.0,filler,,medium,9.0,NO,290.18
5.0,7.0,113.0,filler,,long,13.0,NO,208.43
5.0,106.0,114.0,filler,,long,14.0,NO,171.85
5.0,16.0,115.0,filler,,long,14.0,NO,168.9
5.0,47.0,116.0,filler,,long,13.0,NO,167.98000000000002
5.0,39.0,117.0,filler,,long,15.0,NO,233.51
5.0,36.0,118.0,filler,,long,13.0,NO,271.84000000000003
5.0,58.0,119.0,filler,,short,4.0,NO,141.14
5.0,37.0,120.0,filler,,short,4.0,NO,222.54
5.0,22.0,121.0,filler,,short,2.0,NO,266.21000000000004
5.0,5.0,122.0,filler,,short,5.0,NO,308.83
5.0,94.0,123.0,filler,,short,4.0,NO,293.02
5.0,76.0,124.0,filler,,short,3.0,YES,199.23
5.0,40.0,125.0,filler,,medium,8.0,NO,309.47
5.0,23.0,126.0,filler,,medium,7.0,NO,155.29000000000002
5.0,32.0,127.0,filler,,medium,7.0,NO,211.31
5.0,97.0,128.0,filler,,medium,9.0,NO,288.88
5.0,38.0,129.0,filler,,medium,9.0,NO,575.96
5.0,95.0,130.0,filler,,medium,9.0,NO,370.49
5.0,75.0,131.0,filler,,long,15.0,NO,285.95
5.0,43.0,132.0,filler,,long,14.0,NO,162.56
5.0,25.0,133.0,filler,,long,14.0,NO,209.44
5.0,70.0,134.0,filler,,long,14.0,NO,351.58
5.0,87.0,135.0,filler,,long,15.0,NO,342.9
5.0,42.0,136.0,filler,,long,14.0,NO,277.03999999999996
5.0,74.0,137.0,filler,,short,3.0,NO,92.97
5.0,79.0,138.0,filler,,short,2.0,NO,141.45999999999998
5.0,41.0,139.0,filler,,short,4.0,NO,147.16
5.0,81.0,140.0,filler,,short,3.0,NO,133.28
5.0,93.0,141.0,filler,,short,3.0,NO,328.88
5.0,21.0,142.0,filler,,short,2.0,NO,467.0
5.0,15.0,143.0,filler,,medium,9.0,NO,116.05
5.0,73.0,144.0,filler,,medium,8.0,NO,306.62
5.0,33.0,145.0,filler,,medium,7.0,NO,285.14
5.0,31.0,146.0,filler,,medium,7.0,NO,204.77
5.0,71.0,147.0,filler,,medium,7.0,NO,414.21
5.0,34.0,148.0,filler,,medium,9.0,NO,278.61
5.0,1.0,149.0,filler,,long,15.0,NO,139.87
5.0,57.0,150.0,filler,,long,13.0,NO,106.4
5.0,55.0,151.0,filler,,long,13.0,YES,844.71
5.0,59.0,152.0,filler,,long,16.0,NO,314.87
5.0,72.0,153.0,filler,,long,12.0,NO,290.64
5.0,65.0,154.0,filler,,long,16.0,NO,527.1700000000001
6.0,68.0,1.0,experimental,high,short,2.0,YES,113.95
6.0,22.0,2.0,experimental,high,short,4.0,YES,179.49
6.0,96.0,3.0,experimental,high,short,5.0,YES,176.68
6.0,36.0,4.0,experimental,high,short,3.0,YES,96.92
6.0,92.0,5.0,experimental,high,short,3.0,YES,207.11
6.0,41.0,6.0,experimental,high,short,4.0,YES,229.57
6.0,64.0,7.0,experimental,high,medium,8.0,YES,177.54
6.0,53.0,8.0,experimental,high,medium,8.0,YES,163.63
6.0,78.0,9.0,experimental,high,medium,10.0,YES,236.38
6.0,89.0,10.0,experimental,high,medium,8.0,YES,190.49
6.0,32.0,11.0,experimental,high,medium,9.0,YES,233.97
6.0,24.0,12.0,experimental,high,medium,9.0,YES,204.88
6.0,48.0,13.0,experimental,high,long,13.0,YES,161.1
6.0,55.0,14.0,experimental,high,long,15.0,YES,178.08
6.0,23.0,15.0,experimental,high,long,16.0,YES,166.69
6.0,21.0,16.0,experimental,high,long,14.0,YES,184.76
6.0,61.0,17.0,experimental,high,long,16.0,YES,258.56
6.0,54.0,18.0,experimental,high,long,14.0,YES,252.76
6.0,58.0,19.0,experimental,medium,short,3.0,YES,258.62
6.0,71.0,20.0,experimental,medium,short,4.0,YES,170.9
6.0,94.0,21.0,experimental,medium,short,3.0,YES,136.97
6.0,60.0,22.0,experimental,medium,short,3.0,YES,180.2
6.0,73.0,23.0,experimental,medium,short,5.0,YES,139.6
6.0,86.0,24.0,experimental,medium,short,4.0,YES,188.36
6.0,74.0,25.0,experimental,medium,medium,7.0,YES,249.28
6.0,97.0,26.0,experimental,medium,medium,7.0,YES,131.12
6.0,47.0,27.0,experimental,medium,medium,8.0,YES,147.64
6.0,17.0,28.0,experimental,medium,medium,8.0,YES,174.16
6.0,46.0,29.0,experimental,medium,medium,8.0,YES,295.13
6.0,101.0,30.0,experimental,medium,medium,9.0,YES,324.7
6.0,63.0,31.0,experimental,medium,long,15.0,YES,156.45999999999998
6.0,50.0,32.0,experimental,medium,long,15.0,YES,213.74
6.0,42.0,33.0,experimental,medium,long,14.0,YES,196.23
6.0,31.0,34.0,experimental,medium,long,14.0,YES,216.43
6.0,69.0,35.0,experimental,medium,long,15.0,YES,290.53
6.0,40.0,36.0,experimental,medium,long,13.0,YES,374.26
6.0,6.0,37.0,experimental,low,short,4.0,YES,183.58
6.0,7.0,38.0,experimental,low,short,2.0,YES,548.64
6.0,8.0,39.0,experimental,low,short,3.0,YES,168.65
6.0,13.0,40.0,experimental,low,short,2.0,YES,190.77
6.0,65.0,41.0,experimental,low,short,4.0,YES,237.59
6.0,39.0,42.0,experimental,low,short,2.0,YES,348.24
6.0,62.0,43.0,experimental,low,medium,8.0,YES,186.06
6.0,2.0,44.0,experimental,low,medium,6.0,YES,241.57
6.0,102.0,45.0,experimental,low,medium,7.0,YES,159.13
6.0,75.0,46.0,experimental,low,medium,7.0,YES,208.71
6.0,27.0,47.0,experimental,low,medium,10.0,YES,304.84
6.0,70.0,48.0,experimental,low,medium,9.0,YES,266.23
6.0,15.0,49.0,experimental,low,long,12.0,YES,304.3
6.0,30.0,50.0,experimental,low,long,14.0,YES,237.61
6.0,1.0,51.0,experimental,low,long,15.0,YES,388.67
6.0,85.0,52.0,experimental,low,long,14.0,YES,242.62
6.0,99.0,53.0,experimental,low,long,13.0,YES,177.64
6.0,57.0,54.0,experimental,low,long,11.0,YES,394.75
6.0,88.0,101.0,filler,,short,4.0,NO,168.34
6.0,66.0,102.0,filler,,short,5.0,NO,150.03
6.0,91.0,103.0,filler,,short,4.0,NO,115.67
6.0,82.0,104.0,filler,,short,4.0,YES,133.55
6.0,49.0,105.0,filler,,short,5.0,NO,237.07
6.0,28.0,106.0,filler,,short,4.0,NO,199.88
6.0,44.0,107.0,filler,,medium,7.0,NO,163.98000000000002
6.0,56.0,108.0,filler,,medium,8.0,NO,160.53
6.0,14.0,109.0,filler,,medium,10.0,NO,171.32
6.0,26.0,110.0,filler,,medium,7.0,NO,247.12
6.0,34.0,111.0,filler,,medium,6.0,NO,209.26
6.0,95.0,112.0,filler,,medium,9.0,NO,257.98
6.0,84.0,113.0,filler,,long,14.0,NO,187.96
6.0,108.0,114.0,filler,,long,14.0,NO,188.09
6.0,104.0,115.0,filler,,long,15.0,NO,171.66
6.0,98.0,116.0,filler,,long,12.0,NO,201.72
6.0,77.0,117.0,filler,,long,15.0,NO,236.62
6.0,25.0,118.0,filler,,long,14.0,NO,271.11
6.0,16.0,119.0,filler,,short,4.0,NO,126.29
6.0,43.0,120.0,filler,,short,4.0,NO,145.57999999999998
6.0,79.0,121.0,filler,,short,3.0,NO,255.03
6.0,80.0,122.0,filler,,short,4.0,NO,174.39
6.0,105.0,123.0,filler,,short,3.0,NO,201.12
6.0,52.0,124.0,filler,,short,3.0,NO,269.9
6.0,9.0,125.0,filler,,medium,9.0,NO,161.32999999999998
6.0,76.0,126.0,filler,,medium,9.0,NO,298.85
6.0,12.0,127.0,filler,,medium,9.0,NO,220.94
6.0,103.0,128.0,filler,,medium,9.0,NO,249.34
6.0,18.0,129.0,filler,,medium,6.0,NO,285.89
6.0,5.0,130.0,filler,,medium,9.0,NO,334.7
6.0,59.0,131.0,filler,,long,15.0,NO,274.06
6.0,93.0,132.0,filler,,long,15.0,NO,216.65
6.0,19.0,133.0,filler,,long,12.0,NO,311.68
6.0,3.0,134.0,filler,,long,14.0,NO,352.94
6.0,29.0,135.0,filler,,long,16.0,NO,391.37
6.0,10.0,136.0,filler,,long,12.0,NO,301.6
6.0,106.0,137.0,filler,,short,3.0,NO,445.75
6.0,33.0,138.0,filler,,short,4.0,NO,389.84
6.0,90.0,139.0,filler,,short,4.0,NO,125.45
6.0,67.0,140.0,filler,,short,2.0,NO,275.23
6.0,81.0,141.0,filler,,short,3.0,NO,261.16999999999996
6.0,11.0,142.0,filler,,short,5.0,NO,610.87
6.0,37.0,143.0,filler,,medium,8.0,NO,272.78
6.0,45.0,144.0,filler,,medium,7.0,NO,203.62
6.0,35.0,145.0,filler,,medium,8.0,NO,251.14
6.0,87.0,146.0,filler,,medium,8.0,NO,114.22
6.0,38.0,147.0,filler,,medium,9.0,NO,200.73
6.0,107.0,148.0,filler,,medium,6.0,NO,375.83
6.0,51.0,149.0,filler,,long,16.0,NO,420.99
6.0,83.0,150.0,filler,,long,14.0,NO,118.86
6.0,20.0,151.0,filler,,long,16.0,NO,268.98
6.0,100.0,152.0,filler,,long,13.0,NO,260.0
6.0,4.0,153.0,filler,,long,15.0,NO,219.4
6.0,72.0,154.0,filler,,long,14.0,NO,364.58
7.0,45.0,1.0,experimental,high,short,4.0,YES,147.43
7.0,100.0,2.0,experimental,high,short,3.0,YES,123.54
7.0,80.0,3.0,experimental,high,short,5.0,YES,160.87
7.0,104.0,4.0,experimental,high,short,4.0,YES,140.93
7.0,95.0,5.0,experimental,high,short,4.0,YES,158.82
7.0,65.0,6.0,experimental,high,short,5.0,YES,236.32
7.0,46.0,7.0,experimental,high,medium,9.0,YES,195.93
7.0,39.0,8.0,experimental,high,medium,7.0,YES,170.92
7.0,2.0,9.0,experimental,high,medium,7.0,YES,173.22
7.0,75.0,10.0,experimental,high,medium,10.0,YES,205.96
7.0,48.0,11.0,experimental,high,medium,9.0,YES,170.92
7.0,107.0,12.0,experimental,high,medium,6.0,YES,258.16999999999996
7.0,92.0,13.0,experimental,high,long,13.0,YES,163.86
7.0,26.0,14.0,experimental,high,long,14.0,YES,252.87
7.0,67.0,15.0,experimental,high,long,12.0,YES,187.81
7.0,85.0,16.0,experimental,high,long,14.0,YES,186.24
7.0,69.0,17.0,experimental,high,long,11.0,YES,293.71000000000004
7.0,50.0,18.0,experimental,high,long,16.0,YES,314.65
7.0,103.0,19.0,experimental,medium,short,5.0,YES,241.72
7.0,83.0,20.0,experimental,medium,short,2.0,YES,202.66
7.0,60.0,21.0,experimental,medium,short,4.0,YES,232.35
7.0,57.0,22.0,experimental,medium,short,3.0,YES,184.1
7.0,82.0,23.0,experimental,medium,short,5.0,YES,229.07
7.0,91.0,24.0,experimental,medium,short,3.0,YES,245.49
7.0,87.0,25.0,experimental,medium,medium,7.0,YES,312.61
7.0,16.0,26.0,experimental,medium,medium,10.0,YES,172.68
7.0,25.0,27.0,experimental,medium,medium,10.0,YES,170.0
7.0,56.0,28.0,experimental,medium,medium,9.0,YES,253.84
7.0,73.0,29.0,experimental,medium,medium,8.0,YES,274.37
7.0,3.0,30.0,experimental,medium,medium,9.0,YES,228.88
7.0,41.0,31.0,experimental,medium,long,15.0,YES,308.33
7.0,34.0,32.0,experimental,medium,long,13.0,YES,168.58
7.0,88.0,33.0,experimental,medium,long,12.0,YES,246.67
7.0,61.0,34.0,experimental,medium,long,15.0,YES,287.88
7.0,40.0,35.0,experimental,medium,long,15.0,YES,337.43
7.0,38.0,36.0,experimental,medium,long,16.0,YES,445.99
7.0,35.0,37.0,experimental,low,short,2.0,YES,160.65
7.0,43.0,38.0,experimental,low,short,3.0,YES,494.52
7.0,106.0,39.0,experimental,low,short,2.0,YES,278.14
7.0,62.0,40.0,experimental,low,short,4.0,YES,361.93
7.0,7.0,41.0,experimental,low,short,4.0,YES,333.23
7.0,10.0,42.0,experimental,low,short,5.0,YES,302.14
7.0,70.0,43.0,experimental,low,medium,7.0,YES,212.75
7.0,94.0,44.0,experimental,low,medium,7.0,YES,334.03
7.0,66.0,45.0,experimental,low,medium,7.0,YES,280.52
7.0,74.0,46.0,experimental,low,medium,6.0,YES,191.5
7.0,55.0,47.0,experimental,low,medium,9.0,YES,177.86
7.0,105.0,48.0,experimental,low,medium,8.0,YES,408.02
7.0,78.0,49.0,experimental,low,long,16.0,YES,155.03
7.0,19.0,50.0,experimental,low,long,11.0,YES,291.62
7.0,33.0,51.0,experimental,low,long,15.0,YES,150.25
7.0,59.0,52.0,experimental,low,long,13.0,YES,163.34
7.0,108.0,53.0,experimental,low,long,14.0,YES,275.36
7.0,90.0,54.0,experimental,low,long,15.0,YES,378.95
7.0,15.0,101.0,filler,,short,2.0,NO,98.47999999999999
7.0,8.0,102.0,filler,,short,4.0,NO,207.18
7.0,17.0,103.0,filler,,short,3.0,NO,183.35
7.0,24.0,104.0,filler,,short,3.0,NO,149.43
7.0,13.0,105.0,filler,,short,5.0,NO,242.8
7.0,23.0,106.0,filler,,short,2.0,NO,252.26
7.0,89.0,107.0,filler,,medium,9.0,NO,246.84
7.0,20.0,108.0,filler,,medium,10.0,NO,201.74
7.0,12.0,109.0,filler,,medium,8.0,NO,163.44
7.0,11.0,110.0,filler,,medium,6.0,NO,177.52
7.0,36.0,111.0,filler,,medium,9.0,NO,190.2
7.0,47.0,112.0,filler,,medium,9.0,NO,294.77
7.0,63.0,113.0,filler,,long,16.0,NO,249.91
7.0,21.0,114.0,filler,,long,14.0,NO,193.92
7.0,96.0,115.0,filler,,long,14.0,NO,263.11
7.0,30.0,116.0,filler,,long,16.0,NO,178.98
7.0,76.0,117.0,filler,,long,13.0,NO,221.55
7.0,72.0,118.0,filler,,long,13.0,NO,254.44
7.0,22.0,119.0,filler,,short,5.0,NO,281.62
7.0,49.0,120.0,filler,,short,5.0,NO,244.69
7.0,31.0,121.0,filler,,short,3.0,NO,308.06
7.0,4.0,122.0,filler,,short,3.0,NO,193.02
7.0,6.0,123.0,filler,,short,3.0,NO,280.78
7.0,93.0,124.0,filler,,short,2.0,NO,689.0899999999999
7.0,5.0,125.0,filler,,medium,9.0,NO,308.22
7.0,51.0,126.0,filler,,medium,7.0,NO,263.41999999999996
7.0,37.0,127.0,filler,,medium,7.0,NO,573.72
7.0,79.0,128.0,filler,,medium,10.0,NO,258.03999999999996
7.0,18.0,129.0,filler,,medium,9.0,NO,250.05
7.0,32.0,130.0,filler,,medium,10.0,NO,415.65
7.0,29.0,131.0,filler,,long,12.0,NO,154.72
7.0,28.0,132.0,filler,,long,14.0,NO,192.81
7.0,44.0,133.0,filler,,long,11.0,NO,196.21
7.0,101.0,134.0,filler,,long,12.0,NO,699.31
7.0,1.0,135.0,filler,,long,13.0,NO,241.76
7.0,9.0,136.0,filler,,long,13.0,NO,299.08
7.0,64.0,137.0,filler,,short,5.0,NO,222.75
7.0,102.0,138.0,filler,,short,3.0,NO,238.02
7.0,14.0,139.0,filler,,short,3.0,NO,253.71
7.0,97.0,140.0,filler,,short,2.0,NO,140.45999999999998
7.0,58.0,141.0,filler,,short,5.0,NO,143.69
7.0,99.0,142.0,filler,,short,3.0,NO,291.36
7.0,71.0,143.0,filler,,medium,7.0,NO,127.81
7.0,86.0,144.0,filler,,medium,9.0,NO,504.74
7.0,77.0,145.0,filler,,medium,9.0,NO,298.95
7.0,54.0,146.0,filler,,medium,8.0,NO,115.31
7.0,42.0,147.0,filler,,medium,7.0,NO,135.11
7.0,53.0,148.0,filler,,medium,7.0,NO,262.22
7.0,84.0,149.0,filler,,long,11.0,NO,357.38
7.0,27.0,150.0,filler,,long,13.0,NO,114.03
7.0,98.0,151.0,filler,,long,14.0,NO,389.01
7.0,81.0,152.0,filler,,long,16.0,NO,251.35
7.0,52.0,153.0,filler,,long,12.0,NO,302.56
7.0,68.0,154.0,filler,,long,12.0,NO,748.36
8.0,92.0,1.0,experimental,high,short,2.0,YES,133.95
8.0,70.0,2.0,experimental,high,short,2.0,YES,153.97
8.0,53.0,3.0,experimental,high,short,3.0,YES,95.36
8.0,3.0,4.0,experimental,high,short,4.0,YES,175.2
8.0,75.0,5.0,experimental,high,short,2.0,YES,149.13
8.0,81.0,6.0,experimental,high,short,2.0,YES,183.56
8.0,27.0,7.0,experimental,high,medium,9.0,YES,133.66
8.0,34.0,8.0,experimental,high,medium,7.0,YES,139.57999999999998
8.0,59.0,9.0,experimental,high,medium,8.0,YES,156.38
8.0,88.0,10.0,experimental,high,medium,8.0,YES,170.98
8.0,29.0,11.0,experimental,high,medium,6.0,YES,257.35
8.0,96.0,12.0,experimental,high,medium,9.0,YES,218.83
8.0,71.0,13.0,experimental,high,long,12.0,YES,202.33
8.0,90.0,14.0,experimental,high,long,14.0,YES,214.05
8.0,108.0,15.0,experimental,high,long,14.0,YES,189.9
8.0,16.0,16.0,experimental,high,long,14.0,YES,246.13
8.0,57.0,17.0,experimental,high,long,13.0,YES,290.58000000000004
8.0,76.0,18.0,experimental,high,long,15.0,YES,302.03
8.0,68.0,19.0,experimental,medium,short,4.0,YES,211.26
8.0,15.0,20.0,experimental,medium,short,3.0,YES,86.71000000000001
8.0,58.0,21.0,experimental,medium,short,4.0,YES,187.24
8.0,55.0,22.0,experimental,medium,short,2.0,YES,159.0
8.0,26.0,23.0,experimental,medium,short,2.0,YES,174.28
8.0,4.0,24.0,experimental,medium,short,5.0,YES,158.26999999999998
8.0,74.0,25.0,experimental,medium,medium,6.0,YES,123.42
8.0,106.0,26.0,experimental,medium,medium,6.0,YES,144.56
8.0,30.0,27.0,experimental,medium,medium,8.0,YES,154.13
8.0,39.0,28.0,experimental,medium,medium,8.0,YES,301.01
8.0,82.0,29.0,experimental,medium,medium,8.0,YES,254.01
8.0,22.0,30.0,experimental,medium,medium,9.0,YES,565.46
8.0,85.0,31.0,experimental,medium,long,13.0,YES,216.97
8.0,107.0,32.0,experimental,medium,long,15.0,YES,291.87
8.0,99.0,33.0,experimental,medium,long,15.0,YES,302.52
8.0,103.0,34.0,experimental,medium,long,13.0,YES,222.61
8.0,1.0,35.0,experimental,medium,long,11.0,YES,356.44
8.0,31.0,36.0,experimental,medium,long,12.0,YES,390.28
8.0,40.0,37.0,experimental,low,short,3.0,YES,254.31
8.0,52.0,38.0,experimental,low,short,3.0,YES,329.09
8.0,8.0,39.0,experimental,low,short,3.0,YES,191.25
8.0,25.0,40.0,experimental,low,short,3.0,YES,196.04
8.0,77.0,41.0,experimental,low,short,5.0,YES,223.09
8.0,93.0,42.0,experimental,low,short,3.0,YES,283.78
8.0,38.0,43.0,experimental,low,medium,7.0,YES,277.21000000000004
8.0,69.0,44.0,experimental,low,medium,7.0,YES,430.19
8.0,5.0,45.0,experimental,low,medium,8.0,NO,913.23
8.0,43.0,46.0,experimental,low,medium,7.0,YES,255.89
8.0,51.0,47.0,experimental,low,medium,9.0,YES,304.35
8.0,17.0,48.0,experimental,low,medium,8.0,YES,306.06
8.0,86.0,49.0,experimental,low,long,13.0,YES,303.42
8.0,28.0,50.0,experimental,low,long,14.0,YES,136.2
8.0,47.0,51.0,experimental,low,long,15.0,YES,297.04
8.0,60.0,52.0,experimental,low,long,12.0,YES,530.48
8.0,91.0,53.0,experimental,low,long,12.0,YES,293.2
8.0,44.0,54.0,experimental,low,long,12.0,YES,267.52
8.0,13.0,101.0,filler,,short,4.0,NO,155.34
8.0,89.0,102.0,filler,,short,2.0,NO,198.33
8.0,104.0,103.0,filler,,short,4.0,NO,213.56
8.0,46.0,104.0,filler,,short,4.0,NO,188.42
8.0,102.0,105.0,filler,,short,4.0,NO,148.23000000000002
8.0,56.0,106.0,filler,,short,4.0,NO,232.89
8.0,62.0,107.0,filler,,medium,7.0,NO,185.24
8.0,101.0,108.0,filler,,medium,7.0,NO,227.34
8.0,48.0,109.0,filler,,medium,6.0,NO,210.23
8.0,37.0,110.0,filler,,medium,8.0,NO,205.8
8.0,83.0,111.0,filler,,medium,9.0,NO,237.53
8.0,105.0,112.0,filler,,medium,7.0,NO,309.27
8.0,66.0,113.0,filler,,long,12.0,NO,159.89
8.0,100.0,114.0,filler,,long,15.0,NO,167.67000000000002
8.0,12.0,115.0,filler,,long,13.0,NO,243.54
8.0,20.0,116.0,filler,,long,12.0,NO,224.53
8.0,78.0,117.0,filler,,long,13.0,NO,250.37
8.0,6.0,118.0,filler,,long,12.0,NO,259.71000000000004
8.0,11.0,119.0,filler,,short,4.0,NO,188.52
8.0,41.0,120.0,filler,,short,3.0,NO,272.40999999999997
8.0,54.0,121.0,filler,,short,3.0,NO,264.44
8.0,24.0,122.0,filler,,short,3.0,NO,273.22
8.0,97.0,123.0,filler,,short,2.0,NO,314.69
8.0,2.0,124.0,filler,,short,3.0,NO,361.6
8.0,67.0,125.0,filler,,medium,10.0,NO,172.42
8.0,87.0,126.0,filler,,medium,8.0,NO,296.47
8.0,14.0,127.0,filler,,medium,10.0,NO,260.65
8.0,42.0,128.0,filler,,medium,10.0,NO,170.99
8.0,65.0,129.0,filler,,medium,10.0,NO,384.69
8.0,94.0,130.0,filler,,medium,7.0,NO,230.13
8.0,21.0,131.0,filler,,long,14.0,NO,291.14
8.0,35.0,132.0,filler,,long,16.0,NO,166.12
8.0,10.0,133.0,filler,,long,14.0,NO,297.68
8.0,98.0,134.0,filler,,long,14.0,NO,304.51
8.0,49.0,135.0,filler,,long,14.0,NO,322.95
8.0,33.0,136.0,filler,,long,16.0,NO,396.92
8.0,72.0,137.0,filler,,short,3.0,NO,129.14
8.0,84.0,138.0,filler,,short,5.0,YES,535.0
8.0,61.0,139.0,filler,,short,4.0,NO,155.43
8.0,7.0,140.0,filler,,short,2.0,NO,307.47
8.0,63.0,141.0,filler,,short,3.0,NO,182.74
8.0,64.0,142.0,filler,,short,3.0,NO,194.71
8.0,23.0,143.0,filler,,medium,7.0,NO,150.72
8.0,9.0,144.0,filler,,medium,6.0,NO,189.54
8.0,95.0,145.0,filler,,medium,10.0,NO,269.62
8.0,36.0,146.0,filler,,medium,8.0,NO,284.2
8.0,79.0,147.0,filler,,medium,9.0,NO,358.53
8.0,80.0,148.0,filler,,medium,9.0,NO,449.26
8.0,73.0,149.0,filler,,long,14.0,NO,147.94
8.0,19.0,150.0,filler,,long,12.0,NO,322.89
8.0,50.0,151.0,filler,,long,13.0,NO,378.39
8.0,32.0,152.0,filler,,long,15.0,NO,267.72
8.0,18.0,153.0,filler,,long,16.0,NO,201.3
8.0,45.0,154.0,filler,,long,12.0,NO,406.66
9.0,4.0,1.0,experimental,high,short,4.0,YES,157.91
9.0,50.0,2.0,experimental,high,short,5.0,YES,116.57
9.0,98.0,3.0,experimental,high,short,4.0,YES,129.29000000000002
9.0,58.0,4.0,experimental,high,short,3.0,YES,109.28
9.0,67.0,5.0,experimental,high,short,4.0,YES,145.07
9.0,12.0,6.0,experimental,high,short,3.0,YES,218.43
9.0,92.0,7.0,experimental,high,medium,6.0,YES,209.0
9.0,16.0,8.0,experimental,high,medium,10.0,YES,175.25
9.0,34.0,9.0,experimental,high,medium,9.0,YES,150.25
9.0,104.0,10.0,experimental,high,medium,8.0,YES,141.89
9.0,31.0,11.0,experimental,high,medium,9.0,YES,152.2
9.0,39.0,12.0,experimental,high,medium,8.0,YES,271.66999999999996
9.0,10.0,13.0,experimental,high,long,14.0,YES,168.74
9.0,95.0,14.0,experimental,high,long,15.0,YES,246.12
9.0,28.0,15.0,experimental,high,long,11.0,YES,220.25
9.0,83.0,16.0,experimental,high,long,12.0,YES,242.29
9.0,85.0,17.0,experimental,high,long,14.0,YES,183.86
9.0,105.0,18.0,experimental,high,long,16.0,YES,277.11
9.0,29.0,19.0,experimental,medium,short,3.0,YES,229.14
9.0,53.0,20.0,experimental,medium,short,4.0,YES,128.42000000000002
9.0,46.0,21.0,experimental,medium,short,2.0,YES,143.86
9.0,79.0,22.0,experimental,medium,short,5.0,YES,232.93
9.0,35.0,23.0,experimental,medium,short,4.0,YES,144.4
9.0,51.0,24.0,experimental,medium,short,5.0,YES,274.61
9.0,71.0,25.0,experimental,medium,medium,9.0,YES,293.85
9.0,21.0,26.0,experimental,medium,medium,8.0,YES,237.24
9.0,82.0,27.0,experimental,medium,medium,9.0,YES,301.46
9.0,57.0,28.0,experimental,medium,medium,8.0,YES,133.35
9.0,18.0,29.0,experimental,medium,medium,10.0,YES,264.28
9.0,52.0,30.0,experimental,medium,medium,8.0,YES,291.3
9.0,77.0,31.0,experimental,medium,long,15.0,YES,164.05
9.0,59.0,32.0,experimental,medium,long,13.0,YES,238.09
9.0,9.0,33.0,experimental,medium,long,13.0,YES,579.29
9.0,70.0,34.0,experimental,medium,long,15.0,YES,241.13
9.0,7.0,35.0,experimental,medium,long,15.0,YES,214.07
9.0,8.0,36.0,experimental,medium,long,16.0,YES,407.4
9.0,27.0,37.0,experimental,low,short,3.0,YES,113.29
9.0,100.0,38.0,experimental,low,short,4.0,YES,98.44
9.0,65.0,39.0,experimental,low,short,2.0,YES,358.22
9.0,87.0,40.0,experimental,low,short,5.0,YES,865.3399999999999
